QUERY_HASH|OPERATOR_HASH|LEFT_INPUT_OPERATOR_HASH|RIGHT_INPUT_OPERATOR_HASH|INPUT_CHUNK_COUNT|INPUT_ROW_COUNT|OUTPUT_CHUNK_COUNT|OUTPUT_ROW_COUNT|RUNTIME_NS
3b461577069b3064|0x7fb8769ce41095bab380fbd498ab|0x7fb7bef38e50435266e8e68a6fe3|NULL|13|13|13|615|17053
3b461577069b3064|0x7fb8769ce690e2f04744be227eaf|0x7fb87496e1d045fd470897ac7ee8|NULL|13|13|13|615|21858
a0df1ec37ff3d3b4|0x7fb86042cff0da1bc57564dfd723|0x7fb86a84c0107437dbef1348e062|NULL|4|4|4|192080|10914
a0df1ec37ff3d3b4|0x7fb86042f430666b6931c5316dd1|0x7fb82621e790b57d37e0a7a2cc51|NULL|13|13|13|118844|19492
a0df1ec37ff3d3b4|0x7fb86042cb901c6972c052226069|0x7fb82621f050b8cbf259dc221ec9|NULL|1|1|1|10000|2407
241ca94a69f30906|0x7fb86042e2b0b76c9d1491e6b60|0x7fb86a8500d05d41aa0850fe0e9a|NULL|4|4|4|192178|10887
241ca94a69f30906|0x7fb86042e7b07abfc13593b56e7f|0x7fb86a8506f0feb7502c26c186fd|NULL|13|13|13|119528|19491
241ca94a69f30906|0x7fb86042ed501c6972c052226069|0x7fb86a84f490b8cbf259dc221ec9|NULL|1|1|1|10000|2341
df1470df4a15e2f4|0x7fb86042ea309b8e1d0e605fb7c0|0x7fb86a851410fcdad752bf239084|NULL|4|4|4|191947|10745
df1470df4a15e2f4|0x7fb86061f3308f667b4866798079|0x7fb86a84ff1029c0084ca7da90ec|NULL|13|13|13|118644|19577
df1470df4a15e2f4|0x7fb86042ef301c6972c052226069|0x7fb86a850b50b8cbf259dc221ec9|NULL|1|1|1|10000|2438
69521e1cb03f3e31|0x7fb879d1b4f05135e9eb0c8fdaf7|0x7fb871ea6a50906b0df4bc884182|NULL|4|4|4|200000|10996
69521e1cb03f3e31|0x7fb877f862d01e86ffe39674d096|0x7fb871ea5ef06bcb5765516b2017|NULL|92|92|92|522|136234
a10cf6da5f85e7fe|0x7fb860621450df2461cb3740dbb|0x7fb86c2cb110ca9d582e65d9b71d|NULL|4|4|4|191842|11409
a10cf6da5f85e7fe|0x7fb860623570b30ff843edc2560b|0x7fb86c2c9f90a937c0585cfcbad3|NULL|13|13|13|118776|19927
a10cf6da5f85e7fe|0x7fb8606219501c6972c052226069|0x7fb86c2ca850b8cbf259dc221ec9|NULL|1|1|1|10000|2524
94c60883bf7babad|0x7fb875997390f5e63503045c6bc2|0x7fb87416f0f04952f26a02935ff1|NULL|3|3|3|150000|12462
94c60883bf7babad|0x7fb87157ef50825a53d3e5ac9748|0x7fb87416ffd0e6c3787bece24556|NULL|23|23|23|1500000|37054
9fdeda9eb71ec6c1|0x7fb860622ad0528d3bbf6c39a6e7|0x7fb86c2cec90a0bea51695ca2265|NULL|4|4|4|192124|10277
9fdeda9eb71ec6c1|0x7fb860640e70b17d2ce79fdee5d2|0x7fb86c2cdf70b43ad9ed717903b2|NULL|13|13|13|118676|19090
9fdeda9eb71ec6c1|0x7fb8606228501c6972c052226069|0x7fb86c2ce210b8cbf259dc221ec9|NULL|1|1|1|10000|2226
1078a04d86b47179|0x7fb87833a6505135e9eb0c8fdaf7|0x7fb874507570906b0df4bc884182|NULL|4|4|4|200000|10801
1078a04d86b47179|0x7fb87833a8309999b4d672f5ff3c|0x7fb874408010cc4c8cd58e9895a1|NULL|92|92|92|561|139671
a09c16b62c2d4387|0x7fb86061fd30da1bc57564dfd723|0x7fb8634b0cd07437dbef1348e062|NULL|4|4|4|192080|11147
a09c16b62c2d4387|0x7fb860620910319844804d548500|0x7fb8634af450d216093cc7bc41ee|NULL|13|13|13|120476|19456
a09c16b62c2d4387|0x7fb86061f8d01c6972c052226069|0x7fb8634aec70b8cbf259dc221ec9|NULL|1|1|1|10000|2689
5b9e85095aa9bb5c|0x7fb874a6caf056206023a7a8813a|0x7fb86981af50d3c147e4aeec297f|NULL|23|23|23|729413|81191
5b9e85095aa9bb5c|0x7fb874a6ccd0bf16dc6efb69f026|0x7fb86954f5f033eccb2248d5b2fc|NULL|1|1|1|1|2477
5b9e85095aa9bb5c|0x7fb874a6c910134fa6208228ca9e|0x7fb8693e8750ccb2009c153ecbd4|NULL|1|1|1|380|4235
5b9e85095aa9bb5c|0x7fb87a9f8ad08eb9ba29a3de7cbb|0x7fb86981b6501d5972ae1cd8378e|NULL|92|92|92|227476|376011
5b9e85095aa9bb5c|0x7fb874ebe190d0097ecaf851410b|0x7fb8696605f0fae2fc905e674782|NULL|2|2|2|680326|52943363
59b6e8d2ad67c8c8|0x7fb8784ca750f5e63503045c6bc2|0x7fb872eeec504952f26a02935ff1|NULL|3|3|3|150000|12257
59b6e8d2ad67c8c8|0x7fb8784cad90825a53d3e5ac9748|0x7fb872eef350e6c3787bece24556|NULL|23|23|23|1500000|30724
8e316f54c6fadcba|0x7fb860640dd015de01ad4290c460|0x7fb869bc6030a725059d4585118|NULL|4|4|4|192025|10407
8e316f54c6fadcba|0x7fb860641910c98192be47ca4fa5|0x7fb869bc6c70c75a95ce4d590273|NULL|13|13|13|119316|20181
8e316f54c6fadcba|0x7fb8606435d01c6972c052226069|0x7fb869bc7610b8cbf259dc221ec9|NULL|1|1|1|10000|2513
98b2cd684bbc1157|0x7fb8606423b038e49a6566aa8fe4|0x7fb8620872f053e158aa5f288c88|NULL|4|4|4|211|7297
98b2cd684bbc1157|0x7fb8606422707541d4cbd002d9ea|0x7fb869bc9e50e806b2f858af156b|NULL|92|92|92|6354|120339
db9f7fcbd9bf45d9|0x7fb8606432106a524edb5407c190|0x7fb8633c0510feb2b4921142b126|NULL|4|4|4|193|5770
db9f7fcbd9bf45d9|0x7fb86064367065fabb6ae357563|0x7fb8633bf710c9a2427a52f13a51|NULL|92|92|92|5681|111301
5576a4a53f5fda1e|0x7fb878368a90f5e63503045c6bc2|0x7fb8642c77b04952f26a02935ff1|NULL|3|3|3|150000|12822
5576a4a53f5fda1e|0x7fb878369210825a53d3e5ac9748|0x7fb873c37010e6c3787bece24556|NULL|23|23|23|1500000|36543
a9a6585088406b57|0x7fb860643350d9e4e79227912514|0x7fb862086bf0da43100cf4a41375|NULL|4|4|4|203|5806
a9a6585088406b57|0x7fb860643c1058b78b24d7dd859f|0x7fb862085df0396ecef278f34f4|NULL|92|92|92|6094|123325
69193fcea5a2635f|0x7fb868328770eda70c234836bf30|0x7fb867cfc81044e80936bb2f7312|NULL|3|3|3|150000|13018
69193fcea5a2635f|0x7fb868327eb06fcbfbc3caa3d49c|0x7fb867cfc9d0bb2919022ed7abea|NULL|23|23|23|1483831|101326
cd1ea08ab9b9c861|0x7fb860644110582947d7d0b958d2|0x7fb8620840306a7b33abe89766a9|NULL|4|4|4|204|5903
cd1ea08ab9b9c861|0x7fb861cb56f04ffb54815af504ba|0x7fb862083230a34e6c597742997e|NULL|92|92|92|6054|110330
df49ee3750784170|0x7fb8606444d0ff9a4937de2ac39d|0x7fb8634af6f064a99abbf0a18220|NULL|4|4|4|214|6441
df49ee3750784170|0x7fb860644c506f958e4ea3b84663|0x7fb862083690f23b393daea1fb4d|NULL|92|92|92|6365|188718
e4ad8130dcb2d9b5|0x7fb860644750aaaafb4348eea3a8|0x7fb860802270f1cbf73e43f8d1bc|NULL|4|4|4|190|5991
e4ad8130dcb2d9b5|0x7fb861cb5e7046143bbdb40570bf|0x7fb860801630b32b0b05540ae626|NULL|92|92|92|5659|110130
c2435cac9c2ee3a3|0x7fb87af405505135e9eb0c8fdaf7|0x7fb86068d550906b0df4bc884182|NULL|4|4|4|200000|12166
c2435cac9c2ee3a3|0x7fb87a712b10d6734e563afbd060|0x7fb8787c44f0fb0e9ea6dba96cf|NULL|91|91|91|467|136042
ce11597cc6ae6f9a|0x7fb8753e63103da2460cb5a4258|0x7fb876cd80709b19ce1f07a10c0c|NULL|184|184|184|259810|260620
ce11597cc6ae6f9a|0x7fb8753e5ff060e754e6fb667a87|0x7fb878036710fff3766826e71435|NULL|23|23|23|29132|32163
eb5a0057cc0b261b|0x7fb861cb53308ef101d579766d3b|0x7fb82f24fd30c8d38446c2c67b3f|NULL|4|4|4|192|5767
eb5a0057cc0b261b|0x7fb861cb6af0643edcc0cf72b758|0x7fb82f24fb70a63c3d1151262753|NULL|92|92|92|5799|115045
392ff325364123b6|0x7fb8773059d0f5e63503045c6bc2|0x7fb87b36eb504952f26a02935ff1|NULL|3|3|3|150000|12420
392ff325364123b6|0x7fb877304490825a53d3e5ac9748|0x7fb87b36e7d0e6c3787bece24556|NULL|23|23|23|1500000|34674
83650e62e8ed5837|0x7fb86c28a4107ff5464981ee07ef|0x7fb84a02a7f04de7c05113276578|NULL|4|4|4|192011|10710
83650e62e8ed5837|0x7fb86c28c8f0feb67329f4d38383|0x7fb854cf98309508ef6838213d06|NULL|13|13|13|117336|18363
83650e62e8ed5837|0x7fb86c28c6701c6972c052226069|0x7fb84a02a0f0b8cbf259dc221ec9|NULL|1|1|1|10000|2361
8c98b46f738caa4f|0x7fb87833e7505135e9eb0c8fdaf7|0x7fb879c0fed0906b0df4bc884182|NULL|4|4|4|200000|11549
8c98b46f738caa4f|0x7fb874ec0670c48781db6c39217f|0x7fb879c0ee3069c86c13fa7f4dfe|NULL|92|92|92|521|143372
11f63f1d0f55e32e|0x7fb861cb5970241a803730f869b9|0x7fb82f250510116dbd0dae0523d|NULL|4|4|4|198|6053
11f63f1d0f55e32e|0x7fb861cb72705e8c367f4c515092|0x7fb82f24fc506aadd758201dd2e1|NULL|92|92|92|5821|108082
33e4f7f32c1b62e6|0x7fb861cb62d09c283fa0acc86da0|0x7fb82f251770f3dcb25ad494ade2|NULL|4|4|4|236|5787
33e4f7f32c1b62e6|0x7fb861cb60f0a8198521acb4ccda|0x7fb82f251150191669e8f2454698|NULL|92|92|92|6984|107652
17669bb1492486c2|0x7fb861cb6d70bcca5d379181e351|0x7fb82f252730995fef96802f3cec|NULL|4|4|4|178|5864
17669bb1492486c2|0x7fb861cb84905ca60dac54bc2549|0x7fb82f252110355b3fd77ae81df5|NULL|92|92|92|5339|197427
6c90b8ca50339603|0x7fb868e517303a756594c5a6aec7|0x7fb87a7dcfd0ef603941216a5b03|NULL|92|92|92|5898833|208000
6cb14dfd0614eaf3|0x7fb861cb71d097e1417fac8dc059|0x7fb82f252e30998e32f52e56eeb4|NULL|4|4|4|180|5666
6cb14dfd0614eaf3|0x7fb861cb76308d422dca922f09c9|0x7fb82f2523b0c9050e3a17dfc75e|NULL|92|92|92|5428|110311
c591ec123001528c|0x7fb861cb76d0391b72eec63bbda7|0x7fb82f2539901c208822e05bb82|NULL|4|4|4|189|6042
c591ec123001528c|0x7fb861cb7a90506703a897410e0e|0x7fb82f2533704ffb0d5bef2644d8|NULL|92|92|92|5646|106778
79d90a3b3bcda7f5|0x7fb87a9c0950d82321d91f22b83|0x7fb862657cf01a5468eca293fce|NULL|4|4|4|2186|6493
79d90a3b3bcda7f5|0x7fb8765997b08da07c277abd0e62|0x7fb8787c39908ddecd9b18e6923d|NULL|13|13|13|8744|19194
79d90a3b3bcda7f5|0x7fb87b1af270cc1bbe9c3a6852ce|0x7fb8787c36f0ed2453c6d13f05ca|NULL|92|92|92|9919|118803
79d90a3b3bcda7f5|0x7fb87a79de30eb0b67bb8524cf0b|0x7fb8787c3c302d7a5104ec5e0c04|NULL|1|1|1|4515|4285
79d90a3b3bcda7f5|0x7fb8768d24f0b645cf594cbd150f|0x7fb862657eb01ec9780d4197ee1|NULL|1|1|1|1|2233
b1691d3c7e4c832|0x7fb87af3f8305135e9eb0c8fdaf7|0x7fb7bd204c30906b0df4bc884182|NULL|4|4|4|200000|12346
b1691d3c7e4c832|0x7fb87a94e65095051d5344a5b115|0x7fb871ed6b702424097f030754d1|NULL|92|92|92|498|141700
99faa5f26f452369|0x7fb861cb80d0b9654b71d7a9b694|0x7fb861c999f0674d2be9b099a2da|NULL|4|4|4|227|5765
99faa5f26f452369|0x7fb861cb9890143164a22ce49c92|0x7fb861c98cd02e839774bb92bb10|NULL|92|92|92|6795|107942
a878ffc3545a94c6|0x7fb861cb835047da40f594b366e|0x7fb843591c108b4f53057ed0c19|NULL|4|4|4|233|5992
a878ffc3545a94c6|0x7fb861cb87b0e7de709f7d388af5|0x7fb8740909b0a51dae777c957ff3|NULL|92|92|92|6962|109872
ed6fe857c7500ea7|0x7fb861cb88509d4a1f106b560640|0x7fb869218610a87665f0302deaf9|NULL|4|4|4|194|5986
ed6fe857c7500ea7|0x7fb861cba4704a64dfd5eb830d4a|0x7fb867cfa190a2a4815a944f978d|NULL|92|92|92|5869|106300
8538be01e7b5f832|0x7fb8768d0970b930cb12c0e46865|0x7fb87a391eb0c61445841b99d160|NULL|1|1|1|25|4842
8538be01e7b5f832|0x7fb8768d29f0cfb1430ef78e4f66|0x7fb87a3923104f88118b2209b673|NULL|1|1|1|782|3205
8538be01e7b5f832|0x7fb8768d28b0991269d4d7bfed83|0x7fb87a3928501493431e830be854|NULL|3|3|3|11958|5863
8538be01e7b5f832|0x7fb874a6edf0abe8be31317e0324|0x7fb87a392a10632f68a3aa5efc5d|NULL|23|23|23|120358|32803
8538be01e7b5f832|0x7fb87041f49065ed382744a393b7|0x7fb87a392cb0140c251ed44861c5|NULL|2|2|2|11420|2406195
5933675a1236ccef|0x7fb8798a68504fab116d652c5213|0x7fb87aa75db0d9d577a4d2eab7c4|NULL|92|92|92|75568|121458
e146b0f64218da31|0x7fb87b09c1f05135e9eb0c8fdaf7|0x7fb875ee0570906b0df4bc884182|NULL|4|4|4|200000|12114
e146b0f64218da31|0x7fb87b1e13104bf7363bf4e26e17|0x7fb875ede7b09fcd33e675fb2155|NULL|91|91|91|498|137532
d5243e335283b3dc|0x7fb87964505057a4d3d03ef7969e|0x7fb879dd5b705deeefb601c137d3|NULL|4|4|4|211|5787
d5243e335283b3dc|0x7fb861cba010d16e2f34b34f6878|0x7fb879dd5e10a0028dd6d0468617|NULL|92|92|92|6174|110323
30c0774bb39eb36c|0x7fb86f9aab90f5e63503045c6bc2|0x7fb873c3d3d04952f26a02935ff1|NULL|3|3|3|150000|12218
30c0774bb39eb36c|0x7fb871581c50825a53d3e5ac9748|0x7fb873c3df30e6c3787bece24556|NULL|23|23|23|1500000|42876
984b2370f5e0e9fe|0x7fb879644e70a2ac859ecef94fff|0x7fb87ade9ab04beed946c7603ba6|NULL|4|4|4|180|5724
984b2370f5e0e9fe|0x7fb87ad1ab30e35e12ada728f6b|0x7fb87ade815013b01a472493cd96|NULL|92|92|92|5450|114046
cce7a8a3067adffe|0x7fb8779124d0ce6f171006a8814e|0x7fb87a9a8730d07b90f39a5d5df8|NULL|23|23|23|57311|58190
cce7a8a3067adffe|0x7fb877912cf09524b9ef7a55540|0x7fb87a9a88f08f3b845dc7cab290|NULL|92|92|92|229039|166958
8c9d6ee78daaa418|0x7fb86f9aa2d0f5e63503045c6bc2|0x7fb8743f35504952f26a02935ff1|NULL|3|3|3|150000|12887
8c9d6ee78daaa418|0x7fb87b1c10b0825a53d3e5ac9748|0x7fb8743f3e10e6c3787bece24556|NULL|23|23|23|1500000|38439
ad67c0f3220527fe|0x7fb879baae10a0691e8a9557a245|0x7fb879dd6890a9f2271df4096a68|NULL|4|4|4|194|5838
ad67c0f3220527fe|0x7fb879baaaf0f554a8455cbc8e4a|0x7fb879dd5fd0fc9090e1ca5d4d92|NULL|92|92|92|5758|111940
505fdc00bc919aa8|0x7fb861cb7ef0c641607cc8140da6|0x7fb879ed0050ac9431335c178402|NULL|4|4|4|187|5905
505fdc00bc919aa8|0x7fb861cbaf106b82eeee6ed1bb20|0x7fb879dd6cf0bfc9bfeec0f7c564|NULL|92|92|92|5618|109765
efb1c493b0a8819e|0x7fb86042dbd02e205d0a18cfb406|0x7fb86a84d9701050239252954a1f|NULL|4|4|4|191767|11412
efb1c493b0a8819e|0x7fb86042e030ccc4a7df1e0fdfbf|0x7fb86a84e4d052de6195e76ca652|NULL|13|13|13|119040|17630
efb1c493b0a8819e|0x7fb86042e9901c6972c052226069|0x7fb86a84ef50b8cbf259dc221ec9|NULL|1|1|1|10000|2295
c9fe8777f17c2dd5|0x7fb878320c7035aa9e500c58fca4|0x7fb879ed05903df0aa304838206d|NULL|4|4|4|170|6219
c9fe8777f17c2dd5|0x7fb861cb8b70a5bef5a080c8eea8|0x7fb879ecfcd0e55afa3daf844245|NULL|92|92|92|5264|114445
9a4af59a2597bec1|0x7fb87964e510c4ab8ed343f7ce30|0x7fb874094fb061e12e5253d63e43|NULL|4|4|4|209|5703
9a4af59a2597bec1|0x7fb8796501303edb0234f43e8822|0x7fb878c902b087fdaa7197f86c2d|NULL|92|92|92|6305|115756
edaeca2937260c0b|0x7fb8683277307b1bc99368304288|0x7fb84192965055ecc13c10afd4b1|NULL|4|4|4|191912|10645
edaeca2937260c0b|0x7fb868327b901cd1f2da0468f8ea|0x7fb8419291f0c83547349d8fad3f|NULL|13|13|13|118696|19872
edaeca2937260c0b|0x7fb8683284f01c6972c052226069|0x7fb841929e30b8cbf259dc221ec9|NULL|1|1|1|10000|2598
370ffcc469d3d9f7|0x7fb878321f303f9911f16d7d77ef|0x7fb8751a71d0e70273b07faaa18c|NULL|4|4|4|187|5894
370ffcc469d3d9f7|0x7fb8779501d080b28f9564e886f1|0x7fb878c907f01879695e5764f9f5|NULL|92|92|92|5503|111953
a7115046cdaecfe|0x7fb874ac3350c4fd3a693f4125e8|0x7fb8751a7c509632dfb2d6d8164e|NULL|4|4|4|206|5775
a7115046cdaecfe|0x7fb861cbb1908db6e60dc733c011|0x7fb8751a72b01e75fe931df65af5|NULL|92|92|92|6306|111520
23dc9a67643634c1|0x7fb878c71ad06e8446df5ff22c60|0x7fb879fd1590430392079257ccb3|NULL|3|3|3|196|5089
23dc9a67643634c1|0x7fb878c71c10370b68ad418bb66c|0x7fb879fd0f704777ccd5f8dd5f6c|NULL|92|92|92|5965|116822
40aca27a791cd7d6|0x7fb86a21cf70ff9e276224ce91ef|0x7fb87abfddf0123cdb3351a18ae3|NULL|92|92|92|5925717|222438
394e9d02eae5c23f|0x7fb87af3f3305135e9eb0c8fdaf7|0x7fb869219a30906b0df4bc884182|NULL|4|4|4|200000|11449
394e9d02eae5c23f|0x7fb87ad19eb0783a25c627871a9|0x7fb879252590baf0c42c4a075a30|NULL|92|92|92|505|137870
f55e41021db1fa26|0x7fb8796461d0f7e95c5aaa3c0d28|0x7fb879dd5a909d641550e8c87645|NULL|4|4|4|185|5853
f55e41021db1fa26|0x7fb879707cf055a9457ad09a78a7|0x7fb879dd52b0b020735f5441b934|NULL|92|92|92|5536|113036
d900546b7524112c|0x7fb879704550bce938f8074d707d|0x7fb87a1b363082ab24ad391bb259|NULL|4|4|4|228|5940
d900546b7524112c|0x7fb877303e50705beaae47958c93|0x7fb87a1b3010644be23269bc8a96|NULL|92|92|92|6927|118728
b592721bb858bc96|0x7fb87a6422d0e4c28657c44c36f2|0x7fb8712ac610cedb096b63546ddc|NULL|23|23|23|57218|31773
b592721bb858bc96|0x7fb87a64421073bd1350d8993f9b|0x7fb86fdcdb10e0d3c965f5496e6b|NULL|92|92|92|114775|118184
b592721bb858bc96|0x7fb87a645610e2022fa0ce356468|0x7fb8712acdf0822aa377e82bcffe|NULL|3|3|3|150000|9713
b592721bb858bc96|0x7fb87a6451b0b930cb12c0e46865|0x7fb8712ad870c61445841b99d160|NULL|1|1|1|25|3386
df4277224a47257|0x7fb86c28d07015de01ad4290c460|0x7fb84a030910a725059d4585118|NULL|4|4|4|192025|11232
df4277224a47257|0x7fb866df76902129f92556bfc7af|0x7fb84a02e990a279d897186ecf37|NULL|13|13|13|119396|20392
df4277224a47257|0x7fb86c28d9d01c6972c052226069|0x7fb84a030ad0b8cbf259dc221ec9|NULL|1|1|1|10000|2216
3e4c04e671e26481|0x7fb87849465099b2a071e8e2ca6f|0x7fb8795ddaf0cd66861b7d5a3c65|NULL|4|4|4|227|5772
3e4c04e671e26481|0x7fb878c729d08f513a6e3762f9b1|0x7fb87a1b4c10203018195d7e1917|NULL|92|92|92|6764|118866
843e36372ef919e1|0x7fb8784948d0d93a4c2ccca94ff9|0x7fb8795de5705bc0935b2ba6de3a|NULL|4|4|4|170|5849
843e36372ef919e1|0x7fb878c6f5f02394360fb4da88fd|0x7fb8795ddbd0f963a9e202d3beb6|NULL|92|92|92|5039|118345
94bb296a9f9526a7|0x7fb878c6ec907c863ee7e08fb48a|0x7fb8795dba903145dc1e9b39c532|NULL|4|4|4|199|5739
94bb296a9f9526a7|0x7fb878c718f0d3c9c5b8c4b6a60d|0x7fb8795dbe10aefe50ec2153db95|NULL|92|92|92|5918|116579
bc3901e8c851793a|0x7fb87a49f550b0e9f06e9b587227|0x7fb8741e20506e9b9f4da4b8e7f7|NULL|4|4|4|10822|10968
bc3901e8c851793a|0x7fb87a4a2110c595498e8e0b3b37|0x7fb8741e1950a1b9d003bba93670|NULL|92|92|92|325104|215430
bc3901e8c851793a|0x7fb87a4a2b10e4663089f72428d2|0x7fb8741e1b1010fed656562aa166|NULL|4|4|4|43288|5361815
bc3901e8c851793a|0x7fb87a4a239072349c70defd540c|0x7fb8712aa150c5496a26d40a496f|NULL|23|23|23|1500000|36536
bc3901e8c851793a|0x7fb87a4a22f01c6972c052226069|0x7fb8741e2590b8cbf259dc221ec9|NULL|1|1|1|10000|8007
bc3901e8c851793a|0x7fb87a49f370b930cb12c0e46865|0x7fb8741e23d0c61445841b99d160|NULL|1|1|1|25|2148
b282189955d6ed03|0x7fb87ab98c705135e9eb0c8fdaf7|0x7fb86068dc50906b0df4bc884182|NULL|4|4|4|200000|11968
b282189955d6ed03|0x7fb87a7101d0168b64dc2809cd16|0x7fb8698cbed0ad589cdb364b6fe0|NULL|90|90|90|490|138215
320e5ecdddce9169|0x7fb8784953707ff8e87100aa5d85|0x7fb87a3e86909d291bb4d144ae9c|NULL|4|4|4|195|5838
320e5ecdddce9169|0x7fb878c6f370d54efaa090b45408|0x7fb87a3e807073000f2ebf5f25e2|NULL|92|92|92|5862|122928
58ecb1a259cec70e|0x7fb87ac636d041b77c90e97940d1|0x7fb8678ac61026803c04d5b7b421|NULL|1|1|1|1|3276
58ecb1a259cec70e|0x7fb87ad65b3083f771b0a9556b23|0x7fb8678ac6f018317a220f628aaa|NULL|1|1|1|376|2896
58ecb1a259cec70e|0x7fb87466f9b047e3eb0ce2650a50|0x7fb8678ac7d063a4d53271973771|NULL|13|13|13|30080|20370
81bf43b5ca2513ba|0x7fb8784964f060491f2e97ece41|0x7fb87a3e90302aa3b253c5453ebd|NULL|4|4|4|193|5934
81bf43b5ca2513ba|0x7fb87849703081d2b369d8ed8b94|0x7fb87a3e87708f0f604572e4a0e8|NULL|92|92|92|5873|118926
1425fcd5906a0244|0x7fb878496130a6fc2311de1261b9|0x7fb87a3e7270b5a60e061a6fc07d|NULL|4|4|4|203|5819
1425fcd5906a0244|0x7fb878c6f4b097013ef765f500c6|0x7fb87a3e69b0e0fa4ce80ba32c88|NULL|92|92|92|6195|114920
5b3f06160b684b8f|0x7fb879644470b2bcde1f002c84f6|0x7fb87a3e79703731b177d2fd1098|NULL|3|3|3|186|4961
5b3f06160b684b8f|0x7fb87964ea106a8d3c6cefac3317|0x7fb87a3e77b084d5bc19cfdf80dc|NULL|92|92|92|5633|119974
30616c538ca2706e|0x7fb87418583077fedad1fb7158d5|0x7fb850c28990ac73b44b7fcd2291|NULL|1|1|1|1|3163
30616c538ca2706e|0x7fb8741891b0817b76527203a3cb|0x7fb850c28a70e62ed6a9aa0c2c0c|NULL|1|1|1|390|2940
30616c538ca2706e|0x7fb87466edd0311711590361331e|0x7fb850c28b50f9e84277f02ec303|NULL|13|13|13|31200|20039
b2df07d2cc229342|0x7fb87964479061746eacc4a37812|0x7fb87a3e98f0b0e5f480cc988aec|NULL|4|4|4|206|6046
b2df07d2cc229342|0x7fb879644650753fc3f6b1b2f8da|0x7fb87a3e7a50447b9bbc515e1136|NULL|92|92|92|6267|119174
fc868d1d1ba8ea80|0x7fb8734b1af01c6972c052226069|0x7fb8741dc390b8cbf259dc221ec9|NULL|1|1|1|10000|4307
fc868d1d1ba8ea80|0x7fb87417b1f04003739033bf19d7|0x7fb874174e905a5da9369440764e|NULL|1|1|1|1|2465
fc868d1d1ba8ea80|0x7fb87467045097c3961ec895972b|0x7fb874174f70d8927f7b4c2f3ea0|NULL|1|1|1|5|2940
fc868d1d1ba8ea80|0x7fb8746701d0c73f922817993d73|0x7fb874175050395d76ffeb9666fa|NULL|3|3|3|29904|4877
fc868d1d1ba8ea80|0x7fb8746712b0a0450a0dd7ac0abe|0x7fb8741753d01a44eb71ee5c3da1|NULL|4|4|4|1342|5434
fc868d1d1ba8ea80|0x7fb874670310ee80eca8cbf42563|0x7fb8741754b080fd09ef27e39a48|NULL|92|92|92|39910|159607
fc868d1d1ba8ea80|0x7fb87417b510aa03a63062fe52c1|0x7fb874175750caf5d2a2ab825afd|NULL|23|23|23|11937|31443
fc868d1d1ba8ea80|0x7fb87466feb075ef260683609e83|0x7fb8741dc2b015f336fbe2aacac2|NULL|1|1|1|25|5544
8370853e8adbf745|0x7fb87157ed70f5e63503045c6bc2|0x7fb8693e47704952f26a02935ff1|NULL|3|3|3|150000|13913
8370853e8adbf745|0x7fb86f9a9970825a53d3e5ac9748|0x7fb8693e68b0e6c3787bece24556|NULL|23|23|23|1500000|37060
b6ebcf8ff5d0777c|0x7fb879652b10d917d056ab671721|0x7fb8751accd085deee12ee2a2242|NULL|4|4|4|204|5800
b6ebcf8ff5d0777c|0x7fb878c706309e16d7b5ff6e4285|0x7fb879b8d2d066678cdd4f497813|NULL|92|92|92|6132|117732
a77484f7531c8fb9|0x7fb878496f90529954b2a74d1860|0x7fb87a4be710c8ddd69cd557258d|NULL|4|4|4|204|5877
a77484f7531c8fb9|0x7fb878c7031091baf07d00d3fa83|0x7fb87a4be0f0b374753b8b18593a|NULL|92|92|92|6067|113800
6ae358c67d1d9b50|0x7fb8784983905580da5a758d32b2|0x7fb87a4bf0b05e4c4e15c28ce5bf|NULL|4|4|4|197|5604
6ae358c67d1d9b50|0x7fb878c9d650bded3f6b22f88e03|0x7fb87a4be550a4eff8f626465c2a|NULL|92|92|92|5778|117629
750415a6a082101f|0x7fb878c723902360eb4c5f0ae484|0x7fb8795de1f0521fe01e4cd8c18b|NULL|4|4|4|203|6080
750415a6a082101f|0x7fb8773045d09dc3302b7c9b9504|0x7fb8795dca50b0552831a30c1ca2|NULL|92|92|92|6073|129346
9cba40ae804a1731|0x7fb874ec9e50bef558ace1876860|0x7fb81e3eebd0ceacd6d315a80137|NULL|4|4|4|2217|6239
9cba40ae804a1731|0x7fb874ec9bd05821b471d7c81f90|0x7fb81e3eecb05a7661ae8db7b551|NULL|13|13|13|8868|18548
9cba40ae804a1731|0x7fb874eca03013997e5398580c5f|0x7fb81e3ee5b08405c5008960ad5d|NULL|92|92|92|10043|114235
9cba40ae804a1731|0x7fb874ec94509ba38e3bdfbde255|0x7fb81e3ee93062f0c88bdab82511|NULL|1|1|1|4537|4127
9cba40ae804a1731|0x7fb874ec99f0ae51f823e08457fb|0x7fb81e3ef11082cbb85576dd7d7f|NULL|1|1|1|1|2284
62a9e7789d728fed|0x7fb8798a4eb0fecca179ff69c2b6|0x7fb87aa7541094b312cb5f7b02c2|NULL|23|23|23|228637|41214
62a9e7789d728fed|0x7fb8798a5950e9be083372d89a3f|0x7fb87aa75a30af38fff29e39359c|NULL|1|1|1|1|7474
62a9e7789d728fed|0x7fb87522f410b929a9100a187454|0x7fb873aebd5041ac029c07a8fdd8|NULL|1|1|1|5|3023
