QUERY_HASH|EXECUTION_COUNT|QUERY_STRING
"e4ad8130dcb2d9b5"|2|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#43' AND p_container = 'MED JAR' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"c2435cac9c2ee3a3"|1|"SELECT 'TPC-H_Q19', SUM(l_extendedprice * (1 - l_discount) ) as revenue FROM lineitem, part WHERE (( p_partkey = l_partkey AND      p_brand = 'Brand#11' AND p_container in ( 'SM CASE', 'SM BOX', 'SM PACK', 'SM PKG') AND l_quantity >= 4 AND l_quantity      <= 4 + 10 AND p_size between 1 AND 5 AND l_shipmode in ('AIR', 'AIR REG') AND l_shipinstruct = 'DELIVER IN PERSON') or      (p_partkey = l_partkey AND p_brand = 'Brand#21' AND p_container in ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK') AND      l_quantity >= 18 AND l_quantity <= 18 + 10 AND p_size between 1 AND 10 AND l_shipmode in ('AIR', 'AIR REG') AND      l_shipinstruct = 'DELIVER IN PERSON') or (p_partkey = l_partkey AND p_brand = 'Brand#53' AND p_container in (      'LG CASE', 'LG BOX', 'LG PACK', 'LG PKG') AND l_quantity >= 24 AND l_quantity <= 24 + 10 AND p_size between 1 AND 15      AND l_shipmode in ('AIR', 'AIR REG') AND l_shipinstruct = 'DELIVER IN PERSON'));"
"ce11597cc6ae6f9a"|2|"SELECT 'TPC-H_Q12', l_shipmode, SUM(case when o_orderpriority ='1-URGENT' or o_orderpriority ='2-HIGH' then 1 else 0 end)      as high_line_count, SUM(case when o_orderpriority <> '1-URGENT' AND      o_orderpriority <> '2-HIGH' then 1 else 0 end) as low_line_count FROM orders, lineitem      WHERE o_orderkey = l_orderkey AND l_shipmode IN ('MAIL', 'FOB') AND l_commitdate < l_receiptdate      AND l_shipdate < l_commitdate AND l_receiptdate >= '1993-01-01' AND      l_receiptdate < '1994-01-01' GROUP BY l_shipmode ORDER BY l_shipmode;"
"eb5a0057cc0b261b"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#25' AND p_container = 'WRAP PKG' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"392ff325364123b6"|1|"SELECT         'TPC-H_Q22', cntrycode, COUNT(*) AS numcust, SUM(c_acctbal) AS totacctbal       FROM         (SELECT            SUBSTR(c_phone,1,2) AS cntrycode, c_acctbal          FROM            customer          WHERE            SUBSTR(c_phone,1,2) IN ('12', '19', '29', '17', '32', '23', '13') AND            c_acctbal > (SELECT                           AVG(c_acctbal)                         FROM                           customer                         WHERE                          c_acctbal > 0.00 AND                          SUBSTR(c_phone,1,2) IN ('12', '19', '29', '17', '32', '23', '13')) AND            NOT EXISTS ( SELECT * FROM orders WHERE o_custkey = c_custkey)        ) AS custsale       GROUP BY cntrycode       ORDER BY cntrycode;"
"83650e62e8ed5837"|1|"SELECT 'TPC-H_Q16', p_brand, p_type, p_size, count(distinct ps_suppkey) as supplier_cnt      FROM partsupp, part WHERE p_partkey = ps_partkey AND p_brand <> 'Brand#13'      AND p_type not like 'MEDIUM PLATED%' AND p_size in (4, 20, 9, 11, 13, 25, 19, 43)      AND ps_suppkey not in (SELECT s_suppkey FROM supplier WHERE s_comment like '%Customer%Complaints%')      GROUP BY p_brand, p_type, p_size ORDER BY supplier_cnt DESC, p_brand, p_type, p_size;"
"8c98b46f738caa4f"|1|"SELECT 'TPC-H_Q19', SUM(l_extendedprice * (1 - l_discount) ) as revenue FROM lineitem, part WHERE (( p_partkey = l_partkey AND      p_brand = 'Brand#41' AND p_container in ( 'SM CASE', 'SM BOX', 'SM PACK', 'SM PKG') AND l_quantity >= 4 AND l_quantity      <= 4 + 10 AND p_size between 1 AND 5 AND l_shipmode in ('AIR', 'AIR REG') AND l_shipinstruct = 'DELIVER IN PERSON') or      (p_partkey = l_partkey AND p_brand = 'Brand#51' AND p_container in ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK') AND      l_quantity >= 11 AND l_quantity <= 11 + 10 AND p_size between 1 AND 10 AND l_shipmode in ('AIR', 'AIR REG') AND      l_shipinstruct = 'DELIVER IN PERSON') or (p_partkey = l_partkey AND p_brand = 'Brand#24' AND p_container in (      'LG CASE', 'LG BOX', 'LG PACK', 'LG PKG') AND l_quantity >= 20 AND l_quantity <= 20 + 10 AND p_size between 1 AND 15      AND l_shipmode in ('AIR', 'AIR REG') AND l_shipinstruct = 'DELIVER IN PERSON'));"
"11f63f1d0f55e32e"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#52' AND p_container = 'SM BOX' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"33e4f7f32c1b62e6"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#51' AND p_container = 'LG JAR' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"17669bb1492486c2"|2|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#24' AND p_container = 'WRAP BOX' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"6c90b8ca50339603"|2|"SELECT 'TPC-H_Q01', l_returnflag, l_linestatus, SUM(l_quantity) as sum_qty, SUM(l_extendedprice) as sum_base_price,      SUM(l_extendedprice*(1-l_discount)) as sum_disc_price,      SUM(l_extendedprice*(1-l_discount)*(1+l_tax)) as sum_charge, AVG(l_quantity) as avg_qty,      AVG(l_extendedprice) as avg_price, AVG(l_discount) as avg_disc, COUNT(*) as count_order      FROM lineitem      WHERE l_shipdate <= '1998-08-24'      GROUP BY l_returnflag, l_linestatus      ORDER BY l_returnflag, l_linestatus;"
"6cb14dfd0614eaf3"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#11' AND p_container = 'WRAP BAG' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"c591ec123001528c"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#14' AND p_container = 'MED BAG' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"79d90a3b3bcda7f5"|1|"SELECT 'TPC-H_Q20', s_name, s_address FROM supplier, nation WHERE s_suppkey in (SELECT ps_suppkey FROM partsupp      WHERE ps_partkey in (SELECT p_partkey FROM part WHERE p_name like 'antique%') AND ps_availqty >      (SELECT 0.5 * SUM(l_quantity) FROM lineitem WHERE l_partkey = ps_partkey AND l_suppkey = ps_suppkey AND      l_shipdate >= '1993-01-01' AND l_shipdate < '1994-01-01')) AND s_nationkey = n_nationkey      AND n_name = 'RUSSIA' ORDER BY s_name;"
"b1691d3c7e4c832"|1|"SELECT 'TPC-H_Q19', SUM(l_extendedprice * (1 - l_discount) ) as revenue FROM lineitem, part WHERE (( p_partkey = l_partkey AND      p_brand = 'Brand#15' AND p_container in ( 'SM CASE', 'SM BOX', 'SM PACK', 'SM PKG') AND l_quantity >= 1 AND l_quantity      <= 1 + 10 AND p_size between 1 AND 5 AND l_shipmode in ('AIR', 'AIR REG') AND l_shipinstruct = 'DELIVER IN PERSON') or      (p_partkey = l_partkey AND p_brand = 'Brand#21' AND p_container in ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK') AND      l_quantity >= 17 AND l_quantity <= 17 + 10 AND p_size between 1 AND 10 AND l_shipmode in ('AIR', 'AIR REG') AND      l_shipinstruct = 'DELIVER IN PERSON') or (p_partkey = l_partkey AND p_brand = 'Brand#12' AND p_container in (      'LG CASE', 'LG BOX', 'LG PACK', 'LG PKG') AND l_quantity >= 24 AND l_quantity <= 24 + 10 AND p_size between 1 AND 15      AND l_shipmode in ('AIR', 'AIR REG') AND l_shipinstruct = 'DELIVER IN PERSON'));"
"99faa5f26f452369"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#15' AND p_container = 'SM DRUM' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"a878ffc3545a94c6"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#44' AND p_container = 'WRAP PKG' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"ed6fe857c7500ea7"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#51' AND p_container = 'SM CASE' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"8538be01e7b5f832"|1|"SELECT          'TPC-H_Q07',           supp_nation,          cust_nation,          l_year,          SUM(volume) as revenue      FROM          (SELECT              n1.n_name as supp_nation,              n2.n_name as cust_nation,              SUBSTR(l_shipdate, 1, 4) as l_year,              l_extendedprice * (1 - l_discount) as volume          FROM              supplier,              lineitem,              orders,              customer,              nation n1,              nation n2          WHERE              s_suppkey = l_suppkey AND              o_orderkey = l_orderkey AND              c_custkey = o_custkey AND              s_nationkey = n1.n_nationkey AND              c_nationkey = n2.n_nationkey AND              ((n1.n_name = 'ALGERIA' AND n2.n_name = 'JORDAN') OR               (n1.n_name = 'JORDAN' AND n2.n_name = 'ALGERIA')) AND              l_shipdate BETWEEN '1995-01-01' AND '1996-12-31'          ) as shipping      GROUP BY          supp_nation, cust_nation, l_year      ORDER BY          supp_nation, cust_nation, l_year;"
"5933675a1236ccef"|3|"SELECT 'TPC-H_Q06', sum(l_extendedprice*l_discount) AS revenue      FROM lineitem      WHERE l_shipdate >= '1993-01-01' AND l_shipdate < '1994-01-01'      AND l_discount BETWEEN 0.030000 - 0.01 AND 0.030000 + 0.01001 AND l_quantity < 24;"
"e146b0f64218da31"|1|"SELECT 'TPC-H_Q19', SUM(l_extendedprice * (1 - l_discount) ) as revenue FROM lineitem, part WHERE (( p_partkey = l_partkey AND      p_brand = 'Brand#54' AND p_container in ( 'SM CASE', 'SM BOX', 'SM PACK', 'SM PKG') AND l_quantity >= 10 AND l_quantity      <= 10 + 10 AND p_size between 1 AND 5 AND l_shipmode in ('AIR', 'AIR REG') AND l_shipinstruct = 'DELIVER IN PERSON') or      (p_partkey = l_partkey AND p_brand = 'Brand#33' AND p_container in ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK') AND      l_quantity >= 18 AND l_quantity <= 18 + 10 AND p_size between 1 AND 10 AND l_shipmode in ('AIR', 'AIR REG') AND      l_shipinstruct = 'DELIVER IN PERSON') or (p_partkey = l_partkey AND p_brand = 'Brand#51' AND p_container in (      'LG CASE', 'LG BOX', 'LG PACK', 'LG PKG') AND l_quantity >= 21 AND l_quantity <= 21 + 10 AND p_size between 1 AND 15      AND l_shipmode in ('AIR', 'AIR REG') AND l_shipinstruct = 'DELIVER IN PERSON'));"
"d5243e335283b3dc"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#23' AND p_container = 'MED CAN' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"d09a24dff7152890"|1|"DROP VIEW revenue43;"
"30c0774bb39eb36c"|1|"SELECT         'TPC-H_Q22', cntrycode, COUNT(*) AS numcust, SUM(c_acctbal) AS totacctbal       FROM         (SELECT            SUBSTR(c_phone,1,2) AS cntrycode, c_acctbal          FROM            customer          WHERE            SUBSTR(c_phone,1,2) IN ('27', '13', '33', '23', '26', '32', '10') AND            c_acctbal > (SELECT                           AVG(c_acctbal)                         FROM                           customer                         WHERE                          c_acctbal > 0.00 AND                          SUBSTR(c_phone,1,2) IN ('27', '13', '33', '23', '26', '32', '10')) AND            NOT EXISTS ( SELECT * FROM orders WHERE o_custkey = c_custkey)        ) AS custsale       GROUP BY cntrycode       ORDER BY cntrycode;"
"984b2370f5e0e9fe"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#45' AND p_container = 'WRAP BOX' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"cce7a8a3067adffe"|4|"SELECT 'TPC-H_Q04', o_orderpriority, count(*) as order_count FROM orders WHERE o_orderdate >= '1994-05-01' AND    o_orderdate < '1994-08-01' AND exists (    SELECT * FROM lineitem WHERE l_orderkey = o_orderkey AND l_commitdate < l_receiptdate)    GROUP BY o_orderpriority ORDER BY o_orderpriority;"
"8c9d6ee78daaa418"|1|"SELECT         'TPC-H_Q22', cntrycode, COUNT(*) AS numcust, SUM(c_acctbal) AS totacctbal       FROM         (SELECT            SUBSTR(c_phone,1,2) AS cntrycode, c_acctbal          FROM            customer          WHERE            SUBSTR(c_phone,1,2) IN ('19', '12', '16', '11', '25', '33', '23') AND            c_acctbal > (SELECT                           AVG(c_acctbal)                         FROM                           customer                         WHERE                          c_acctbal > 0.00 AND                          SUBSTR(c_phone,1,2) IN ('19', '12', '16', '11', '25', '33', '23')) AND            NOT EXISTS ( SELECT * FROM orders WHERE o_custkey = c_custkey)        ) AS custsale       GROUP BY cntrycode       ORDER BY cntrycode;"
"ad67c0f3220527fe"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#31' AND p_container = 'MED BAG' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"505fdc00bc919aa8"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#43' AND p_container = 'SM PKG' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"efb1c493b0a8819e"|1|"SELECT 'TPC-H_Q16', p_brand, p_type, p_size, count(distinct ps_suppkey) as supplier_cnt      FROM partsupp, part WHERE p_partkey = ps_partkey AND p_brand <> 'Brand#35'      AND p_type not like 'LARGE POLISHED%' AND p_size in (40, 50, 7, 28, 14, 9, 49, 38)      AND ps_suppkey not in (SELECT s_suppkey FROM supplier WHERE s_comment like '%Customer%Complaints%')      GROUP BY p_brand, p_type, p_size ORDER BY supplier_cnt DESC, p_brand, p_type, p_size;"
"c9fe8777f17c2dd5"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#55' AND p_container = 'WRAP DRUM' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"9a4af59a2597bec1"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#35' AND p_container = 'LG PKG' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"edaeca2937260c0b"|1|"SELECT 'TPC-H_Q16', p_brand, p_type, p_size, count(distinct ps_suppkey) as supplier_cnt      FROM partsupp, part WHERE p_partkey = ps_partkey AND p_brand <> 'Brand#53'      AND p_type not like 'ECONOMY BURNISHED%' AND p_size in (28, 39, 22, 18, 40, 11, 25, 9)      AND ps_suppkey not in (SELECT s_suppkey FROM supplier WHERE s_comment like '%Customer%Complaints%')      GROUP BY p_brand, p_type, p_size ORDER BY supplier_cnt DESC, p_brand, p_type, p_size;"
"370ffcc469d3d9f7"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#54' AND p_container = 'SM DRUM' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"a7115046cdaecfe"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#41' AND p_container = 'LG BAG' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"f80e6fbb2ab9249d"|1|"create view revenue80 (supplier_no, total_revenue) as SELECT l_suppkey,      SUM(l_extendedprice * (1 - l_discount)) FROM lineitem WHERE l_shipdate >= '1993-03-01'      AND l_shipdate < '1993-06-01' GROUP BY l_suppkey;"
"23dc9a67643634c1"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#54' AND p_container = 'LG JAR' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"40aca27a791cd7d6"|3|"SELECT 'TPC-H_Q01', l_returnflag, l_linestatus, SUM(l_quantity) as sum_qty, SUM(l_extendedprice) as sum_base_price,      SUM(l_extendedprice*(1-l_discount)) as sum_disc_price,      SUM(l_extendedprice*(1-l_discount)*(1+l_tax)) as sum_charge, AVG(l_quantity) as avg_qty,      AVG(l_extendedprice) as avg_price, AVG(l_discount) as avg_disc, COUNT(*) as count_order      FROM lineitem      WHERE l_shipdate <= '1998-09-07'      GROUP BY l_returnflag, l_linestatus      ORDER BY l_returnflag, l_linestatus;"
"394e9d02eae5c23f"|1|"SELECT 'TPC-H_Q19', SUM(l_extendedprice * (1 - l_discount) ) as revenue FROM lineitem, part WHERE (( p_partkey = l_partkey AND      p_brand = 'Brand#55' AND p_container in ( 'SM CASE', 'SM BOX', 'SM PACK', 'SM PKG') AND l_quantity >= 5 AND l_quantity      <= 5 + 10 AND p_size between 1 AND 5 AND l_shipmode in ('AIR', 'AIR REG') AND l_shipinstruct = 'DELIVER IN PERSON') or      (p_partkey = l_partkey AND p_brand = 'Brand#33' AND p_container in ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK') AND      l_quantity >= 18 AND l_quantity <= 18 + 10 AND p_size between 1 AND 10 AND l_shipmode in ('AIR', 'AIR REG') AND      l_shipinstruct = 'DELIVER IN PERSON') or (p_partkey = l_partkey AND p_brand = 'Brand#14' AND p_container in (      'LG CASE', 'LG BOX', 'LG PACK', 'LG PKG') AND l_quantity >= 26 AND l_quantity <= 26 + 10 AND p_size between 1 AND 15      AND l_shipmode in ('AIR', 'AIR REG') AND l_shipinstruct = 'DELIVER IN PERSON'));"
"f55e41021db1fa26"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#11' AND p_container = 'WRAP DRUM' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"d900546b7524112c"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#22' AND p_container = 'LG CASE' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"b592721bb858bc96"|7|"SELECT 'TPC-H_Q10', c_custkey, c_name, SUM(l_extendedprice * (1 - l_discount)) as revenue, c_acctbal, n_name, c_address,      c_phone, c_comment      FROM customer, orders, lineitem, nation      WHERE c_custkey = o_custkey AND l_orderkey = o_orderkey AND o_orderdate >= '1993-07-01'      AND o_orderdate < '1993-10-01' AND l_returnflag = 'R' AND c_nationkey = n_nationkey      GROUP BY c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment      ORDER BY revenue DESC LIMIT 20;"
"df4277224a47257"|1|"SELECT 'TPC-H_Q16', p_brand, p_type, p_size, count(distinct ps_suppkey) as supplier_cnt      FROM partsupp, part WHERE p_partkey = ps_partkey AND p_brand <> 'Brand#24'      AND p_type not like 'PROMO BURNISHED%' AND p_size in (21, 19, 1, 22, 47, 29, 33, 38)      AND ps_suppkey not in (SELECT s_suppkey FROM supplier WHERE s_comment like '%Customer%Complaints%')      GROUP BY p_brand, p_type, p_size ORDER BY supplier_cnt DESC, p_brand, p_type, p_size;"
"3e4c04e671e26481"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#35' AND p_container = 'JUMBO CAN' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"1e7f59a8d4c24715"|1|"create view revenue84 (supplier_no, total_revenue) as SELECT l_suppkey,      SUM(l_extendedprice * (1 - l_discount)) FROM lineitem WHERE l_shipdate >= '1993-08-01'      AND l_shipdate < '1993-11-01' GROUP BY l_suppkey;"
"843e36372ef919e1"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#43' AND p_container = 'JUMBO CASE' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"94bb296a9f9526a7"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#41' AND p_container = 'SM JAR' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"bc3901e8c851793a"|3|"SELECT 'TPC-H_Q09', nation, o_year, SUM(amount) as sum_profit FROM (SELECT n_name as nation, SUBSTR(o_orderdate, 1, 4) as o_year,      l_extendedprice * (1 - l_discount) - ps_supplycost * l_quantity as amount      FROM part, supplier, lineitem, partsupp, orders, nation WHERE s_suppkey = l_suppkey      AND ps_suppkey = l_suppkey AND ps_partkey = l_partkey AND p_partkey = l_partkey AND o_orderkey = l_orderkey      AND s_nationkey = n_nationkey AND p_name like '%slate%') as profit      GROUP BY nation, o_year ORDER BY nation, o_year DESC;"
"b282189955d6ed03"|1|"SELECT 'TPC-H_Q19', SUM(l_extendedprice * (1 - l_discount) ) as revenue FROM lineitem, part WHERE (( p_partkey = l_partkey AND      p_brand = 'Brand#32' AND p_container in ( 'SM CASE', 'SM BOX', 'SM PACK', 'SM PKG') AND l_quantity >= 4 AND l_quantity      <= 4 + 10 AND p_size between 1 AND 5 AND l_shipmode in ('AIR', 'AIR REG') AND l_shipinstruct = 'DELIVER IN PERSON') or      (p_partkey = l_partkey AND p_brand = 'Brand#51' AND p_container in ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK') AND      l_quantity >= 11 AND l_quantity <= 11 + 10 AND p_size between 1 AND 10 AND l_shipmode in ('AIR', 'AIR REG') AND      l_shipinstruct = 'DELIVER IN PERSON') or (p_partkey = l_partkey AND p_brand = 'Brand#51' AND p_container in (      'LG CASE', 'LG BOX', 'LG PACK', 'LG PKG') AND l_quantity >= 20 AND l_quantity <= 20 + 10 AND p_size between 1 AND 15      AND l_shipmode in ('AIR', 'AIR REG') AND l_shipinstruct = 'DELIVER IN PERSON'));"
"320e5ecdddce9169"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#11' AND p_container = 'SM BAG' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"58ecb1a259cec70e"|4|"SELECT 'TPC-H_Q11', ps_partkey, SUM(ps_supplycost * ps_availqty) as value FROM partsupp, supplier, nation      WHERE ps_suppkey = s_suppkey AND s_nationkey = n_nationkey AND n_name = 'KENYA'      GROUP BY ps_partkey having SUM(ps_supplycost * ps_availqty) > (      SELECT SUM(ps_supplycost * ps_availqty) * 0.000100 FROM partsupp, supplier, nation      WHERE ps_suppkey = s_suppkey AND s_nationkey = n_nationkey AND n_name = 'KENYA') ORDER BY value DESC;"
"81bf43b5ca2513ba"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#25' AND p_container = 'WRAP DRUM' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"1425fcd5906a0244"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#52' AND p_container = 'JUMBO CASE' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"5b3f06160b684b8f"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#32' AND p_container = 'JUMBO BOX' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"30616c538ca2706e"|2|"SELECT 'TPC-H_Q11', ps_partkey, SUM(ps_supplycost * ps_availqty) as value FROM partsupp, supplier, nation      WHERE ps_suppkey = s_suppkey AND s_nationkey = n_nationkey AND n_name = 'UNITED KINGDOM'      GROUP BY ps_partkey having SUM(ps_supplycost * ps_availqty) > (      SELECT SUM(ps_supplycost * ps_availqty) * 0.000100 FROM partsupp, supplier, nation      WHERE ps_suppkey = s_suppkey AND s_nationkey = n_nationkey AND n_name = 'UNITED KINGDOM') ORDER BY value DESC;"
"b2df07d2cc229342"|1|"SELECT 'TPC-H_Q17', SUM(l_extendedprice) / 7.0 as avg_yearly FROM lineitem, part WHERE p_partkey = l_partkey      AND p_brand = 'Brand#45' AND p_container = 'MED CASE' AND l_quantity < (SELECT 0.2 * avg(l_quantity)      FROM lineitem WHERE l_partkey = p_partkey);"
"fc868d1d1ba8ea80"|1|"SELECT 'TPC-H_Q08', o_year, SUM(case when nation = 'SAUDI ARABIA' then volume else 0 end) / SUM(volume) as mkt_share     FROM (SELECT SUBSTR(o_orderdate, 1, 4) as o_year, l_extendedprice * (1-l_discount) as volume,     n2.n_name as nation FROM part, supplier, lineitem, orders, customer, nation n1, nation n2, region     WHERE p_partkey = l_partkey AND s_suppkey = l_suppkey AND l_orderkey = o_orderkey AND     o_custkey = c_custkey AND c_nationkey = n1.n_nationkey AND n1.n_regionkey = r_regionkey AND     r_name = 'MIDDLE EAST' AND s_nationkey = n2.n_nationkey AND o_orderdate between '1995-01-01'     AND '1996-12-31' AND p_type = 'STANDARD BURNISHED BRASS') as all_nations GROUP BY o_year ORDER BY o_year;"
