QUERY_HASH|OPERATOR_HASH|LEFT_INPUT_OPERATOR_HASH|RIGHT_INPUT_OPERATOR_HASH|COLUMN_TYPE|TABLE_NAME|COLUMN_NAME|SCANS_SKIPPED|SCANS_SORTED|INPUT_CHUNK_COUNT|INPUT_ROW_COUNT|OUTPUT_CHUNK_COUNT|OUTPUT_ROW_COUNT|RUNTIME_NS|DESCRIPTION
"f376a271cda9926c"|"0x7fb86068eb30e1538c9286805127"|"0x7fb8783229305135e9eb0c8fdaf7"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|4|200000|4|8053|273220|"TableScan Impl: ColumnVsValue p_brand = 'Brand#14'"
"f376a271cda9926c"|"0x7fb86068e510c842b9bb37f525"|"0x7fb86068e350d8e1de96ed5be4ef"|"NULL"|"REFERENCE"|"lineitem"|"l_shipmode"|0|0|92|13507|92|1920|617870|"TableScan Impl: ColumnVsValue l_shipmode = 'AIR'"
"f376a271cda9926c"|"0x7fb86068f1506491d983817420b5"|"0x7fb86068f0701a394022aef2cd3b"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|50|70|50|70|215070|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 15"
"f376a271cda9926c"|"0x7fb86068f0701a394022aef2cd3b"|"0x7fb86068ef90df1ad4778a021a0c"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|79|166|50|70|235040|"TableScan Impl: ColumnVsValue l_quantity >= 20"
"f376a271cda9926c"|"0x7fb86068ef90df1ad4778a021a0c"|"0x7fb86068eeb0b74010683d2916c7"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|89|248|79|166|326176|"TableScan Impl: ColumnVsValue l_quantity <= 30"
"f376a271cda9926c"|"0x7fb86068eeb0b74010683d2916c7"|"0x7fb86068edd07d89e9d47857cb07"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|89|248|89|248|764302|"TableScan Impl: ExpressionEvaluator (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')"
"f376a271cda9926c"|"0x7fb86068edd07d89e9d47857cb07"|"0x7fb86068da90e43441679343faa5"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|92|475|89|248|503394|"TableScan Impl: ColumnVsValue p_brand = 'Brand#14'"
"f376a271cda9926c"|"0x7fb86068f5b01e2c7d4515482473"|"0x7fb86068f4d085d1a56b5bade061"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|14|16|14|16|61058|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 5"
"f376a271cda9926c"|"0x7fb86068f4d085d1a56b5bade061"|"0x7fb86068f3f075193ee193ce56a3"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|14|16|14|16|64275|"TableScan Impl: ColumnVsValue p_brand = 'Brand#21'"
"f376a271cda9926c"|"0x7fb86068f3f075193ee193ce56a3"|"0x7fb86068f31088ac9b8dcba8b75b"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|19|27|14|16|64418|"TableScan Impl: ColumnVsValue l_quantity >= 9"
"f376a271cda9926c"|"0x7fb86068f31088ac9b8dcba8b75b"|"0x7fb86068f2302d5e7d5389ce8e00"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|48|78|19|27|118549|"TableScan Impl: ColumnVsValue l_quantity <= 19"
"f376a271cda9926c"|"0x7fb86068f2302d5e7d5389ce8e00"|"0x7fb86068da90e43441679343faa5"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|92|475|48|78|648334|"TableScan Impl: ExpressionEvaluator (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')"
"764dd25662bee5e5"|"0x7fb878038bd059e5d138dbbffe50"|"0x7fb850c26af01db37334f63f516a"|"NULL"|"REFERENCE"|"customer"|"c_phone"|0|0|3|68199|3|19022|9842485|"TableScan Impl: ExpressionEvaluator (SUBSTR(c_phone,1,2)) IN ('23', '26', '22', '25', '12', '21', '33')"
"764dd25662bee5e5"|"0x7fb850c26af01db37334f63f516a"|"0x7fb878320630f5e63503045c6bc2"|"NULL"|"REFERENCE"|"customer"|"c_acctbal"|0|0|3|150000|3|68199|27001147|"TableScan Impl: ColumnVsValue c_acctbal > SUBQUERY (PQP, 0x7fb87a7182d0)"
"37daea541a59817"|"0x7fb8740bb3501467b87b3a082678"|"0x7fb8740ba7f079a03b35db98e45e"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|32|40|32|40|140114|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 10"
"37daea541a59817"|"0x7fb8740ba7f079a03b35db98e45e"|"0x7fb8740ba71013952a1556bd704c"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|54|85|32|40|160078|"TableScan Impl: ColumnVsValue l_quantity >= 17"
"37daea541a59817"|"0x7fb8740ba71013952a1556bd704c"|"0x7fb8740ba47096883245f9acf087"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|76|156|54|85|259508|"TableScan Impl: ColumnVsValue l_quantity <= 27"
"37daea541a59817"|"0x7fb8740ba47096883245f9acf087"|"0x7fb8740ba39075ef251bded53520"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|76|156|76|156|683779|"TableScan Impl: ExpressionEvaluator (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')"
"37daea541a59817"|"0x7fb8740ba39075ef251bded53520"|"0x7fb8740ba2b081c70e377b6e6cdd"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|91|510|76|156|466333|"TableScan Impl: ColumnVsValue p_brand = 'Brand#25'"
"37daea541a59817"|"0x7fb8740ba1d07d85f3ec914ba71f"|"0x7fb879b31dd0b2a6a21e1834886d"|"NULL"|"REFERENCE"|"lineitem"|"l_shipinstruct"|0|0|92|2019|91|510|414144|"TableScan Impl: ColumnVsValue l_shipinstruct = 'DELIVER IN PERSON'"
"37daea541a59817"|"0x7fb8740bb19067717fdc9e124c97"|"0x7fb8606904904e4ee06bfc3daaf9"|"NULL"|"REFERENCE"|"lineitem"|"l_shipmode"|92|0|92|14006|0|0|144634|"TableScan Impl: ColumnVsValue l_shipmode = 'AIR REG'"
"37daea541a59817"|"0x7fb8740ba8d01196d6da564f402a"|"0x7fb8740ba6302f9410dd86601f79"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|4|840|4|82|26911|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 5"
"37daea541a59817"|"0x7fb8740ba6302f9410dd86601f79"|"0x7fb8740ba550e1538c9286805127"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|4|8053|4|840|749939|"TableScan Impl: ExpressionEvaluator (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')"
"37daea541a59817"|"0x7fb8740ba550e1538c9286805127"|"0x7fb879b320505135e9eb0c8fdaf7"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|4|200000|4|8053|322995|"TableScan Impl: ColumnVsValue p_brand = 'Brand#14'"
"37daea541a59817"|"0x7fb8740bab7069a6312cdede6be7"|"0x7fb8740baa90969366d9f7d644c4"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|4|774|4|148|26267|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 10"
"37daea541a59817"|"0x7fb8740baa90969366d9f7d644c4"|"0x7fb8740ba9b0ee5b922508f6ebd3"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|4|7822|4|774|723099|"TableScan Impl: ExpressionEvaluator (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')"
"37daea541a59817"|"0x7fb8740ba9b0ee5b922508f6ebd3"|"0x7fb879b320505135e9eb0c8fdaf7"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|4|200000|4|7822|273756|"TableScan Impl: ColumnVsValue p_brand = 'Brand#25'"
"37daea541a59817"|"0x7fb8740bafd0c90ca86170ed47f2"|"0x7fb8740baef0c5b48172d703cae4"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|4|754|4|241|26772|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 15"
"37daea541a59817"|"0x7fb8740baef0c5b48172d703cae4"|"0x7fb8740bae1095b322aa320ac7a7"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|4|7948|4|754|718774|"TableScan Impl: ExpressionEvaluator (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')"
"37daea541a59817"|"0x7fb8740bae1095b322aa320ac7a7"|"0x7fb879b320505135e9eb0c8fdaf7"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|4|200000|4|7948|271679|"TableScan Impl: ColumnVsValue p_brand = 'Brand#32'"
"37daea541a59817"|"0x7fb8740bb270c5da82ba30c2f006"|"0x7fb8606904904e4ee06bfc3daaf9"|"NULL"|"REFERENCE"|"lineitem"|"l_shipmode"|0|0|92|14006|92|2019|598004|"TableScan Impl: ColumnVsValue l_shipmode = 'AIR'"
"37daea541a59817"|"0x7fb86068fbd01d4cd714e9c09858"|"0x7fb86068f930fe46af0c7c9a0c21"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|48|68|48|68|209063|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 15"
"37daea541a59817"|"0x7fb86068f930fe46af0c7c9a0c21"|"0x7fb86068f850d2aa9f5898ae5fef"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|70|123|48|68|217787|"TableScan Impl: ColumnVsValue l_quantity <= 38"
"37daea541a59817"|"0x7fb86068f850d2aa9f5898ae5fef"|"0x7fb8740bb510e3f560d1a3210869"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|90|261|70|123|318766|"TableScan Impl: ColumnVsValue l_quantity >= 28"
"37daea541a59817"|"0x7fb8740bb510e3f560d1a3210869"|"0x7fb8740bb430a6b80ad33e1421d0"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|90|261|90|261|793888|"TableScan Impl: ExpressionEvaluator (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')"
"37daea541a59817"|"0x7fb8740bb430a6b80ad33e1421d0"|"0x7fb8740ba2b081c70e377b6e6cdd"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|91|510|90|261|493502|"TableScan Impl: ColumnVsValue p_brand = 'Brand#32'"
"37daea541a59817"|"0x7fb860690030a1efd83057390d59"|"0x7fb86068ff503d43aabe5893e2c"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|19|21|19|21|80601|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 5"
"37daea541a59817"|"0x7fb86068ff503d43aabe5893e2c"|"0x7fb86068fe70ae429a22814e284f"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|19|21|19|21|86279|"TableScan Impl: ColumnVsValue p_brand = 'Brand#14'"
"37daea541a59817"|"0x7fb86068fe70ae429a22814e284f"|"0x7fb86068fd9068a4b2216da81742"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|23|25|19|21|84215|"TableScan Impl: ColumnVsValue l_quantity >= 2"
"37daea541a59817"|"0x7fb86068fd9068a4b2216da81742"|"0x7fb86068fcb06931ef067b9a6f5a"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|71|133|23|25|401123|"TableScan Impl: ExpressionEvaluator (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')"
"37daea541a59817"|"0x7fb86068fcb06931ef067b9a6f5a"|"0x7fb8740ba2b081c70e377b6e6cdd"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|91|510|71|133|306241|"TableScan Impl: ColumnVsValue l_quantity <= 12"
"3ad562c093ac8b1b"|"0x7fb86bf15410fc89b6e8ebfc6764"|"0x7fb86bf15db0bc832b339fff82fe"|"NULL"|"REFERENCE"|"lineitem"|"l_returnflag"|0|0|92|225949|92|112740|3070234|"TableScan Impl: ColumnVsValue l_returnflag = 'R'"
"3ad562c093ac8b1b"|"0x7fb86bf15cd038aad43ffcbe81b3"|"0x7fb86bf15bf018a73eadac425cd6"|"NULL"|"DATA"|"orders"|"o_orderdate"|0|0|23|1500000|23|56434|2139111|"TableScan Impl: ColumnBetween o_orderdate BETWEEN UPPER EXCLUSIVE '1993-04-01' AND '1993-07-01'"
"a807ca7de40ae09a"|"0x7fb870daf8d07d37d0bc89d25cb5"|"0x7fb870daf7f07a6b3023ad93598e"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|92|166678|92|79906|2122023|"TableScan Impl: ColumnVsValue l_quantity < 25"
"a807ca7de40ae09a"|"0x7fb870daf7f07a6b3023ad93598e"|"0x7fb870daf7108ed5fa3719a75241"|"NULL"|"REFERENCE"|"lineitem"|"l_discount"|0|0|92|913487|92|166678|4316256|"TableScan Impl: ColumnBetween l_discount BETWEEN INCLUSIVE 0.01 AND 0.03001"
"a807ca7de40ae09a"|"0x7fb870daf7108ed5fa3719a75241"|"0x7fb870daf630a24853058028fe4"|"NULL"|"DATA"|"lineitem"|"l_shipdate"|0|0|92|6001215|92|913487|14820817|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1996-01-01' AND '1997-01-01'"
"1ea1bf59b0081894"|"0x7fb8606932f0897fb6fba46f1024"|"0x7fb860693050c96ae66c80ba31be"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|28|32|28|32|121205|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 10"
"1ea1bf59b0081894"|"0x7fb860693050c96ae66c80ba31be"|"0x7fb8710fd990d7d107f35fb59482"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|52|85|28|32|144414|"TableScan Impl: ColumnVsValue l_quantity >= 18"
"1ea1bf59b0081894"|"0x7fb8710fd990d7d107f35fb59482"|"0x7fb8710fce3052c21c5d799898ce"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|81|168|52|85|268258|"TableScan Impl: ColumnVsValue l_quantity <= 28"
"1ea1bf59b0081894"|"0x7fb8710fce3052c21c5d799898ce"|"0x7fb8710fcc705ddb5b87441345b4"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|81|168|81|168|703548|"TableScan Impl: ExpressionEvaluator (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')"
"1ea1bf59b0081894"|"0x7fb8710fcc705ddb5b87441345b4"|"0x7fb8710fc030932a152a12e8d190"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|92|488|81|168|479907|"TableScan Impl: ColumnVsValue p_brand = 'Brand#33'"
"1ea1bf59b0081894"|"0x7fb8710fbaf0e67896dc683bf4de"|"0x7fb87a94f5f0f8f980b1d9d33bb0"|"NULL"|"REFERENCE"|"lineitem"|"l_shipinstruct"|0|0|92|1996|92|488|404658|"TableScan Impl: ColumnVsValue l_shipinstruct = 'DELIVER IN PERSON'"
"1ea1bf59b0081894"|"0x7fb860692f70d1f6b7b2011fb8aa"|"0x7fb860692e9084f4920c62f81708"|"NULL"|"REFERENCE"|"lineitem"|"l_shipmode"|92|0|92|13902|0|0|138441|"TableScan Impl: ColumnVsValue l_shipmode = 'AIR REG'"
"1ea1bf59b0081894"|"0x7fb8710fcff0670e9b18f9cf7810"|"0x7fb86069321087a96255960392ff"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|4|805|4|83|27897|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 5"
"1ea1bf59b0081894"|"0x7fb86069321087a96255960392ff"|"0x7fb8606931304d7b9cfcbd2017c4"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|4|8006|4|805|747603|"TableScan Impl: ExpressionEvaluator (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')"
"1ea1bf59b0081894"|"0x7fb8606931304d7b9cfcbd2017c4"|"0x7fb877f899305135e9eb0c8fdaf7"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|4|200000|4|8006|304166|"TableScan Impl: ColumnVsValue p_brand = 'Brand#41'"
"1ea1bf59b0081894"|"0x7fb8710fd6f0f5eb539998e9a9a4"|"0x7fb8710fd61047f2631c2959e457"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|4|802|4|151|26074|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 10"
"1ea1bf59b0081894"|"0x7fb8710fd61047f2631c2959e457"|"0x7fb8710fd0d0f99ceded28013ff"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|4|8141|4|802|750699|"TableScan Impl: ExpressionEvaluator (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')"
"1ea1bf59b0081894"|"0x7fb8710fd0d0f99ceded28013ff"|"0x7fb877f899305135e9eb0c8fdaf7"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|4|200000|4|8141|276888|"TableScan Impl: ColumnVsValue p_brand = 'Brand#33'"
"1ea1bf59b0081894"|"0x7fb8710fc490e40c354360ecd448"|"0x7fb860692cd0e10fda2581cb5178"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|4|786|4|232|26242|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 15"
"1ea1bf59b0081894"|"0x7fb860692cd0e10fda2581cb5178"|"0x7fb860692a30176b0f181e05523f"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|4|7920|4|786|716727|"TableScan Impl: ExpressionEvaluator (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')"
"1ea1bf59b0081894"|"0x7fb860692a30176b0f181e05523f"|"0x7fb877f899305135e9eb0c8fdaf7"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|4|200000|4|7920|271230|"TableScan Impl: ColumnVsValue p_brand = 'Brand#51'"
"1ea1bf59b0081894"|"0x7fb8710fb850eabb311eeb1e0295"|"0x7fb860692e9084f4920c62f81708"|"NULL"|"REFERENCE"|"lineitem"|"l_shipmode"|0|0|92|13902|92|1996|595299|"TableScan Impl: ColumnVsValue l_shipmode = 'AIR'"
"1ea1bf59b0081894"|"0x7fb860693750143a74b09fc360dc"|"0x7fb8606936702aede95f4a881883"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|28|35|28|35|127971|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 15"
"1ea1bf59b0081894"|"0x7fb8606936702aede95f4a881883"|"0x7fb8606935903e8e37dc45b70932"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|69|128|28|35|161303|"TableScan Impl: ColumnVsValue l_quantity <= 32"
"1ea1bf59b0081894"|"0x7fb8606935903e8e37dc45b70932"|"0x7fb8606934b0947c486b2d540e4b"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|83|229|69|128|298959|"TableScan Impl: ColumnVsValue l_quantity >= 22"
"1ea1bf59b0081894"|"0x7fb8606934b0947c486b2d540e4b"|"0x7fb8606933d0b4c182f887ea7a65"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|83|229|83|229|703877|"TableScan Impl: ExpressionEvaluator (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')"
"1ea1bf59b0081894"|"0x7fb8606933d0b4c182f887ea7a65"|"0x7fb8710fc030932a152a12e8d190"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|92|488|83|229|466387|"TableScan Impl: ColumnVsValue p_brand = 'Brand#51'"
"1ea1bf59b0081894"|"0x7fb860693bb045d1959444e6522"|"0x7fb860693ad0a573a0c5612fc0c9"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|12|13|12|13|51923|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 5"
"1ea1bf59b0081894"|"0x7fb860693ad0a573a0c5612fc0c9"|"0x7fb8606939f0a7ef580b3ac82907"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|12|13|12|13|56573|"TableScan Impl: ColumnVsValue p_brand = 'Brand#41'"
"1ea1bf59b0081894"|"0x7fb8606939f0a7ef580b3ac82907"|"0x7fb860693910781983208cdda065"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|17|18|12|13|58449|"TableScan Impl: ColumnVsValue l_quantity >= 3"
"1ea1bf59b0081894"|"0x7fb860693910781983208cdda065"|"0x7fb8606938303791dc6ef1693376"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|68|126|17|18|378815|"TableScan Impl: ExpressionEvaluator (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')"
"1ea1bf59b0081894"|"0x7fb8606938303791dc6ef1693376"|"0x7fb8710fc030932a152a12e8d190"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|92|488|68|126|303947|"TableScan Impl: ColumnVsValue l_quantity <= 13"
"9c8a79504532e973"|"0x7fb867cfb230bebb62c15fd84aa7"|"0x7fb867cfaf90a24853058028fe4"|"NULL"|"DATA"|"lineitem"|"l_shipdate"|0|0|92|6001215|92|228539|8395671|"TableScan Impl: ColumnBetween l_shipdate BETWEEN UPPER EXCLUSIVE '1993-06-01' AND '1993-09-01'"
"74ebb3b29df6f343"|"0x7fb86208641043b9efeb0d20ed33"|"0x7fb86208393025b58e497bd50701"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|33|42|33|42|139765|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 10"
"74ebb3b29df6f343"|"0x7fb86208393025b58e497bd50701"|"0x7fb870db4e9048a4266c18d5d611"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|33|42|33|42|152744|"TableScan Impl: ColumnVsValue p_brand = 'Brand#11'"
"74ebb3b29df6f343"|"0x7fb870db4e9048a4266c18d5d611"|"0x7fb870db4db0a2357fe9f0a3a962"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|44|79|33|42|150621|"TableScan Impl: ColumnVsValue l_quantity >= 13"
"74ebb3b29df6f343"|"0x7fb870db4db0a2357fe9f0a3a962"|"0x7fb870db4250c796b72f69393b41"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|79|176|44|79|262800|"TableScan Impl: ColumnVsValue l_quantity <= 23"
"74ebb3b29df6f343"|"0x7fb870db4250c796b72f69393b41"|"0x7fb870db3d10a5c3c1a015b0bace"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|92|489|79|176|809054|"TableScan Impl: ExpressionEvaluator (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')"
"74ebb3b29df6f343"|"0x7fb8623ab65099b59fe61d74b1ab"|"0x7fb87a7113501bb3624827a3ff5f"|"NULL"|"REFERENCE"|"lineitem"|"l_shipinstruct"|0|0|92|2089|92|489|415527|"TableScan Impl: ColumnVsValue l_shipinstruct = 'DELIVER IN PERSON'"
"74ebb3b29df6f343"|"0x7fb8623ab490cdf6361beee50cd8"|"0x7fb8623ab3b0b8a26a735992ba45"|"NULL"|"REFERENCE"|"lineitem"|"l_shipmode"|92|0|92|14492|0|0|141917|"TableScan Impl: ColumnVsValue l_shipmode = 'AIR REG'"
"74ebb3b29df6f343"|"0x7fb8623ab1f02d03d5a5cb4b418e"|"0x7fb8623ab110303b72284c56fa9a"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|4|798|4|75|29736|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 5"
"74ebb3b29df6f343"|"0x7fb8623ab110303b72284c56fa9a"|"0x7fb8623ab030b7c6044ebf223963"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|4|7876|4|798|737410|"TableScan Impl: ExpressionEvaluator (p_container) IN ('SM CASE', 'SM BOX', 'SM PACK', 'SM PKG')"
"74ebb3b29df6f343"|"0x7fb8623ab030b7c6044ebf223963"|"0x7fb87b071f905135e9eb0c8fdaf7"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|4|200000|4|7876|288839|"TableScan Impl: ColumnVsValue p_brand = 'Brand#11'"
"74ebb3b29df6f343"|"0x7fb860693e50f597406a6b025a25"|"0x7fb8623ab2d0cde8b0566c2de49c"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|4|760|4|151|24192|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 10"
"74ebb3b29df6f343"|"0x7fb8623ab2d0cde8b0566c2de49c"|"0x7fb8623ab030b7c6044ebf223963"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|4|7876|4|760|737921|"TableScan Impl: ExpressionEvaluator (p_container) IN ('MED BAG', 'MED BOX', 'MED PKG', 'MED PACK')"
"74ebb3b29df6f343"|"0x7fb8625a9db087bbd6f38448f995"|"0x7fb8625a987074aef19683e80b27"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|4|791|4|253|26774|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 15"
"74ebb3b29df6f343"|"0x7fb8625a987074aef19683e80b27"|"0x7fb861c99830edda76721f155c04"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|4|7999|4|791|726551|"TableScan Impl: ExpressionEvaluator (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')"
"74ebb3b29df6f343"|"0x7fb861c99830edda76721f155c04"|"0x7fb87b071f905135e9eb0c8fdaf7"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|4|200000|4|7999|272305|"TableScan Impl: ColumnVsValue p_brand = 'Brand#15'"
"74ebb3b29df6f343"|"0x7fb8623ab570689c113b14edd623"|"0x7fb8623ab3b0b8a26a735992ba45"|"NULL"|"REFERENCE"|"lineitem"|"l_shipmode"|0|0|92|14492|92|2089|584410|"TableScan Impl: ColumnVsValue l_shipmode = 'AIR'"
"74ebb3b29df6f343"|"0x7fb8623ac530bee671e2f4dd9d4b"|"0x7fb8623ac1b0e942e7dbbeba1ca6"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|48|61|48|61|213317|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 15"
"74ebb3b29df6f343"|"0x7fb8623ac1b0e942e7dbbeba1ca6"|"0x7fb8623ac0d0d990a53e3dbebead"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|68|115|48|61|211722|"TableScan Impl: ColumnVsValue l_quantity <= 38"
"74ebb3b29df6f343"|"0x7fb8623ac0d0d990a53e3dbebead"|"0x7fb8623abe30aabff6b7527d8013"|"NULL"|"REFERENCE"|"lineitem"|"l_quantity"|0|0|87|243|68|115|304060|"TableScan Impl: ColumnVsValue l_quantity >= 28"
"74ebb3b29df6f343"|"0x7fb8623abe30aabff6b7527d8013"|"0x7fb8623abd50bdb1c8bf0e9718cf"|"NULL"|"REFERENCE"|"part"|"p_container"|0|0|87|243|87|243|750569|"TableScan Impl: ExpressionEvaluator (p_container) IN ('LG CASE', 'LG BOX', 'LG PACK', 'LG PKG')"
"74ebb3b29df6f343"|"0x7fb8623abd50bdb1c8bf0e9718cf"|"0x7fb870db3d10a5c3c1a015b0bace"|"NULL"|"REFERENCE"|"part"|"p_brand"|0|0|92|489|87|243|499211|"TableScan Impl: ColumnVsValue p_brand = 'Brand#15'"
"74ebb3b29df6f343"|"0x7fb8625a7c70986166b27dd0dcc1"|"0x7fb8625a41d0c52532a8a00b2b88"|"NULL"|"REFERENCE"|"part"|"p_size"|0|0|15|15|15|15|75439|"TableScan Impl: ColumnBetween p_size BETWEEN INCLUSIVE 1 AND 5"
